2170,1729
2170,1732
2170,1733
2170,1736
2170,1737
2170,1742
2170,1744
2170,1745
2170,1747
2170,1751
2170,1755
2170,1754
2170,1759
2170,1761
2170,1762
2170,1767
2170,1769
2170,1770
2170,1774
2170,1777
2169,1779
2170,1781
2170,1785
2171,1787
2170,1788
2170,1792
2170,1794
2171,1796
2170,1799
2170,1804
2171,1803
2171,1807
2170,1811
2170,1811
2170,1815
2170,1817
2170,1818
2170,1822
2170,1824
2171,1825
2170,1828
2170,1831
2171,1834
2170,1836
2170,1839
2170,1841
2170,1842
2171,1846
2170,1849
2170,1850
2170,1854
2170,1856
2170,1856
2170,1862
2170,1864
2171,1864
2170,1869
2170,1871
2170,1872
2170,1874
2171,1878
2170,1880
2170,1881
2170,1886
2170,1887
2171,1889
2170,1893
2170,1895
2170,1897
2170,1900
2170,1904
2170,1903
2170,1907
2170,1909
2171,1910
2170,1915
2170,1917
2170,1917
2170,1921
2171,1924
2170,1926
2170,1930
2170,1931
2171,1933
2170,1934
2171,1939
2170,1940
2170,1942
2170,1946
2170,1950
2170,1949
2171,1953
2170,1955
2170,1956
2170,1961
2170,1963
2170,1963
2171,1965
2170,1971
2170,1971
2170,1974
2171,1976
2170,1976
2170,1979
2170,1981
2170,1986
2170,1986
2170,1988
2170,1994
2170,1994
2170,1998
2170,2003
2170,2000
2171,2004
2171,2007
2171,2011
2170,2010
2170,2012
2170,2018
2170,2018
2170,2021
2170,2020
2171,2024
2171,2030
2170,2037
2171,2031
2170,2040
2170,2040
2170,2037
2171,2047
2171,2044
2171,2042
2170,2051
2171,2048
2170,2054
2171,2053
2170,2058
2171,2058
2170,2063
2171,2064
2171,2065
2171,2067
2171,2067
2170,2072
2170,2078
2171,2079
2171,2085
2171,2085
2171,2086
2170,2089
2170,2093
2170,2098
2170,2096
2170,2097
2171,2094
2171,2102
2171,2102
2171,2112
2171,2114
2171,2115
2171,2105
2171,2115
2171,2116
2171,2115
2170,2121
2171,2118
2170,2131
2171,2131
2171,2129
2171,2133
2170,2131
2171,2136
2171,2134
2171,2142
2171,2146
2171,2144
2171,2147
2171,2150
2171,2151
2170,2152
2171,2151
2170,2157
2170,2168
2171,2170
2171,2169
2171,2173
2170,2168
2170,2166
2171,2172
2171,2176
2171,2172
2170,2179
2171,2187
2171,2189
2171,2186
2170,2190
2171,2197
2171,2192
2171,2198
2171,2196
2170,2204
2170,2197
2171,2210
2171,2206
2170,2208
2171,2211
2171,2217
2171,2217
2171,2218
2171,2220
2170,2219
2170,2224
2170,2227
2171,2225
2170,2230
2170,2229
2171,2232
2170,2231
2170,2239
2170,2237
2170,2243
2170,2245
2171,2244
2171,2247
2171,2250
2171,2253
2170,2253
2170,2257
2171,2256
2171,2258
2170,2263
2171,2264
2171,2264
2171,2268
2171,2268
2171,2269
2171,2272
2171,2275
2171,2276
2171,2280
2170,2284
2171,2282
2171,2284
2191,2290
2171,2289
2187,2291
2173,2299
2184,2295
2199,2296
2201,2300
2201,2304
2202,2301
2204,2307
2205,2309
2205,2308
2205,2311
2208,2315
2208,2313
2210,2319
2212,2320
2212,2320
2213,2322
2216,2326
2217,2327
2218,2327
2221,2332
2221,2331
2221,2333
2225,2337
2226,2339
2227,2338
2230,2344
2233,2344
2232,2344
2236,2349
2238,2351
2239,2350
2242,2354
2245,2356
2244,2356
2247,2357
2251,2362
2253,2364
2253,2363
2258,2368
2259,2367
2261,2368
2266,2374
2269,2375
2269,2374
2275,2380
2279,2380
2278,2380
2283,2384
2287,2385
2286,2385
2293,2389
2297,2391
2296,2391
2300,2392
2307,2397
2311,2398
2310,2398
2320,2402
2319,2402
2322,2403
2332,2408
2336,2409
2336,2409
2345,2414
2352,2414
2349,2414
2359,2418
2364,2420
2364,2420
2374,2423
2382,2425
2379,2425
2384,2426
2401,2432
2402,2432
2408,2434
2414,2435
2414,2435
2420,2437
2433,2440
2440,2442
2439,2441
2454,2447
2463,2447
2459,2447
2473,2450
2481,2452
2484,2452
2497,2457
2508,2458
2505,2457
2512,2458
2530,2461
2539,2464
2549,2466
2560,2467
2556,2467
2566,2468
2582,2471
2592,2475
2589,2473
2606,2477
2620,2479
2611,2479
2636,2481
2650,2484
2646,2484
2672,2486
2672,2486
2671,2486
2675,2486
2676,2486
2676,2486
2676,2486
2677,2486
2676,2485
2676,2486
2676,2486
2676,2486
2677,2486
2677,2486
2676,2486
2676,2486
2677,2486
2677,2486
2677,2486
2677,2486
2677,2486
2677,2486
2678,2486
2674,2486
2662,2486
2655,2486
2670,2486
2681,2486
2170,1724
2170,1723
2170,1720
2170,1716
2171,1713
2170,1712
2170,1711
2170,1705
2170,1705
2170,1701
2170,1697
2170,1694
2170,1693
2170,1691
2170,1689
2171,1685
2170,1681
2170,1679
2170,1677
2170,1675
2169,1670
2170,1670
2169,1667
2169,1663
2170,1663
2170,1660
2170,1655
2170,1655
2170,1651
2170,1648
2170,1646
2170,1645
2170,1643
2170,1641
2169,1637
2170,1633
2169,1630
2170,1630
2170,1627
2169,1623
2170,1621
2170,1619
2169,1615
2170,1614
2170,1611
2170,1607
2169,1606
2170,1603
2170,1600
2170,1597
2169,1596
2169,1593
2170,1592
2169,1588
2169,1584
2170,1582
2169,1581
2169,1578
2169,1575
2170,1574
2169,1569
2169,1566
2169,1566
2169,1563
2169,1559
2168,1558
2168,1555
2167,1551
2166,1548
2164,1547
2161,1543
2160,1543
2156,1540
2145,1535
2136,1534
2133,1533
2118,1530
2086,1527
2085,1525
2028,1522
1991,1519
1975,1519
1931,1517
1849,1514
1840,1513
1772,1512
1672,1509
1637,1507
1596,1506
1385,1507
1320,1505
1231,1504
1063,1502
952,1501
910,1501
836,1500
631,1498
590,1498
528,1497
304,1495
